Data,Sentiment
" Really Excellent সত্যিই একজন নারীর মধ্যে যদি আলো থেকে থাকে তাহলে সে তার সংশার স্বামীকে নয় শুধু বিশ্বকেও আলোকিত করতে পারে ঠিক তেমনি পুরুষ যদি জ্ঞান গর্ব কোরআনের আলোয় উদ্ভাসিত এক পুরুষ হয় তাহলে সে তার  স্ত্রীকে নয় সমাজকেও শান্তুির স্বার্থে সমুন্নত করতে পারে।বৃটিশ মিউজিয়ামে পৃথিবীর এক নম্বর মহা পুরুষ হিসেবে, বাবা হিসাবে,স্বামী হিসেবে,সমাজপতি হিসেবে, রাস্ট্র নায়ক হিসেবে ন্যায় বিচারক হিসেবে, দারিদ্র্য জনগোষ্ঠীর সমন্বয় কারী হিসেবে চ্যারিটির বা যাকাতের মাধ্যমে সর্বোচ্চ যার প্রশংসা করা হয়েছে তিনি হলেন এক অধীশ্বর মহান আল্লাহ সুবহানাহু তায়ালার প্রেরিত নবী ও রাসূল মোহাম্মদ (সঃ)কে।ইউরোপ ও এ্যামেরিকায় ধর্ম চর্চা করেনা তবে যারা করে বা না করে সবাই জানে ইসলাম আল্লাহর মনোনীত ধর্ম কিন্তু ডিসিপ্লিন ও নিয়মসিদ্ধ হওয়ার কারনে তারা ইসলামী হতে চায়না তবে এখন জোয়ার চলছে বিশেষ করে নারীরা মুসলিম হচ্ছে মাশআল্লাহ।আর নাটকটিতে ইসলামিক কিছু কোটেশন প্রয়োগ করা উচিত ছিল।",1
 তিশাকে চশমায় সেই লাগে,1
" আমি একজন ভারতীয়। আমি বাংলাদেশী নাটকের প্রেমে পড়ে গেছি। ভেবেছি একবার বাংলাদেশ ঘুরতে যাবো,,, আমি যখনই নাটক গুলো দেখি তখনই আমার বাংলাদেশ যেতে খুব ইচ্ছে হয়।ভাবি একবার যদি Tanjin Tisha,Apurba,Mehazabein,Afran Nisho র মত নায়ক নায়িকাদের দেখে আসতে পারতাম মনে খুব শান্তি পেত।",1
 নাটক টা যেমন ভাল লোকেশন টা jossকেও কি জানেন জায়গাটা কোথায় ????,1
 নাটকটি শেষ হওয়ার সাথে সাথেই মুখ থেকে automatic অসাধারণ শব্দটি বেরিয়ে গেছে,1
" ভাই শিখিয়ে দিলে যে পবিত্র ভালোবাসার জোর কত। ভাই তুমিই সেরা,,",1
 ছেলের গলা তো ইরফান সাজ্জাদেরই গলা আর নাটকে ছেলে দশ বছরে কলেজে উঠে গেছে। এটা চোখে লাগার মতো ব্যাপার। কারণ যেহেতু বছর গুলো হিসাব করে দেখানো হচ্ছিল। তাই সবারই দেখলাম ব্যাপারটা চোখে পড়েছে। বাট গল্পটা দারুণ ছিল। বাস্তব ঘটনা গুলোই বান্নাহ ভাই নাটকে দেখান।,1
 প্রথম প্রেম কখনো ভুলা যায়না,1
 পুরাটাই আজকের আমাদের সমাজের বাস্তবতানাটকটা দারুন ছিল,1
 অনেক দিন পর ekta সুন্দর নাটক দেখলাম।,1
 অসাধারণ নাটক,1
 সব দিকে অসাধারণ,1
 আমার কাছে ভালো লাগে অপুব নাটক,1
 যাদের বাহিরটা হাসি দিয়ে সাজানোতাদের ভিতরটাই কান্নাতে সর্বদা ভিজে থাকে,1
" নাটকের শেষ আংশে নিশো ভাইয়ের ম্যসেজ টা আসাধারন ছিল। আসলেই আমাদের সবাইকে নামাজ পড়া উচিত। , it's a beautiful think",1
" অনেক দিন ধরে ভাবতাছি যে এই জয়েন ফেমিলি নাটক টা দেখবো,,সময় পাইনি তাই আজকে দেখতাছি আর অনেক মজা পাইতাছি,আমার ভীষন ভালো লেগেছে,, আপনার",1
 আমার এই নাটক টি  আপনাদের সবার কাছে কেমন লেগেছে তা আমাকে অবশ্যই জানাতে ভুল বেন না। সবাইকে অনেক অনেক  এবং ভালোবা।,1
